702.000000,1145.000000,1118.000000,933.000000,2105.000000,0.000000,0.000000,11.000000,0.009048
891.000000,1145.000000,1122.000000,937.000000,2091.000000,0.000000,0.000000,34.000000,0.018381
891.000000,2058.000000,1118.000000,932.000000,2100.000000,0.000000,0.000000,58.000000,0.028275
874.000000,2317.000000,1122.000000,925.000000,2112.000000,0.000000,0.000000,81.000000,0.037758
848.000000,488.000000,1115.000000,932.000000,2111.000000,0.000000,0.000000,104.000000,0.047783
911.000000,-875.000000,1117.000000,927.000000,2100.000000,0.000000,0.000000,128.000000,0.058512
1089.000000,-3030.000000,1120.000000,921.000000,2114.000000,0.000000,0.000000,163.000000,0.071411
1176.000000,-613.000000,1116.000000,921.000000,2115.000000,0.000000,0.000000,186.000000,0.081401
1117.000000,1235.000000,1117.000000,918.000000,2104.000000,0.000000,0.000000,209.000000,0.091365
1557.000000,-1866.000000,1121.000000,906.000000,2116.000000,0.000000,0.000000,233.000000,0.101561
1552.000000,-6361.000000,1118.000000,916.000000,2108.000000,0.000000,0.000000,256.000000,0.111566
1027.000000,-3833.000000,1118.000000,905.000000,2107.000000,0.000000,0.000000,279.000000,0.120559
1166.000000,-4958.000000,1120.000000,904.000000,2115.000000,0.000000,0.000000,303.000000,0.130574
1166.000000,-4958.000000,1118.000000,902.000000,2101.000000,0.000000,0.000000,326.000000,0.140770
1487.000000,-4052.000000,1123.000000,896.000000,2109.000000,0.000000,0.000000,338.000000,0.147818
1800.000000,532.000000,1131.000000,901.000000,2107.000000,0.000000,0.000000,361.000000,0.157777
2240.000000,2568.000000,1131.000000,890.000000,2106.000000,0.000000,0.000000,384.000000,0.166234
2423.000000,638.000000,1123.000000,893.000000,2103.000000,0.000000,140.000000,408.000000,0.176754
2518.000000,-2470.000000,1128.000000,887.000000,2093.000000,0.000000,140.000000,431.000000,0.187140
2518.000000,-2470.000000,1129.000000,884.000000,2089.000000,0.000000,140.000000,454.000000,0.197182
2900.000000,-2599.000000,1132.000000,884.000000,2094.000000,0.000000,140.000000,478.000000,0.206702
3168.000000,4786.000000,1142.000000,881.000000,2101.000000,0.000000,140.000000,501.000000,0.215782
3258.000000,3961.000000,1134.000000,883.000000,2089.000000,0.000000,140.000000,524.000000,0.225772
3760.000000,3711.000000,1149.000000,884.000000,2096.000000,0.000000,140.000000,548.000000,0.236214
3563.000000,1925.000000,1141.000000,877.000000,2094.000000,0.000000,140.000000,571.000000,0.246065
2987.000000,-2690.000000,1139.000000,879.000000,2087.000000,0.000000,140.000000,594.000000,0.256035
2868.000000,-1562.000000,1144.000000,874.000000,2088.000000,0.000000,140.000000,618.000000,0.265164
2868.000000,-1562.000000,1147.000000,870.000000,2084.000000,0.000000,280.000000,629.000000,0.274270
2910.000000,-2201.000000,1151.000000,868.000000,2081.000000,0.000000,280.000000,653.000000,0.284262
2732.000000,-3446.000000,1150.000000,877.000000,2076.000000,0.000000,280.000000,676.000000,0.293752
2897.000000,-3272.000000,1154.000000,870.000000,2081.000000,0.000000,280.000000,699.000000,0.302888
3275.000000,-791.000000,1159.000000,876.000000,2071.000000,0.000000,280.000000,723.000000,0.311802
3507.000000,3743.000000,1159.000000,866.000000,2079.000000,0.000000,280.000000,746.000000,0.322005
3507.000000,3291.000000,1156.000000,876.000000,2072.000000,0.000000,280.000000,769.000000,0.331932
3907.000000,3291.000000,1161.000000,867.000000,2074.000000,0.000000,280.000000,793.000000,0.342413
4758.000000,1743.000000,1162.000000,877.000000,2060.000000,0.000000,280.000000,816.000000,0.352498
5084.000000,2957.000000,1175.000000,864.000000,2077.000000,0.000000,280.000000,839.000000,0.361536
4950.000000,1605.000000,1162.000000,877.000000,2066.000000,0.000000,280.000000,863.000000,0.370644
4807.000000,-1625.000000,1170.000000,866.000000,2073.000000,0.000000,400.000000,886.000000,0.380742
4741.000000,-1486.000000,1168.000000,883.000000,2067.000000,0.000000,400.000000,909.000000,0.390958
4704.000000,296.000000,1167.000000,873.000000,2068.000000,0.000000,400.000000,933.000000,0.401047
4704.000000,-2750.000000,1174.000000,883.000000,2067.000000,0.000000,400.000000,956.000000,0.410882
4839.000000,-2750.000000,1162.000000,879.000000,2062.000000,0.000000,400.000000,968.000000,0.418037
5194.000000,-1960.000000,1161.000000,880.000000,2077.000000,0.000000,400.000000,991.000000,0.427943
5148.000000,-2688.000000,1164.000000,889.000000,2062.000000,0.000000,400.000000,1014.000000,0.437363
5127.000000,-2376.000000,1158.000000,882.000000,2074.000000,0.000000,400.000000,1038.000000,0.446447
5127.000000,-1155.000000,1169.000000,893.000000,2066.000000,0.000000,400.000000,1061.000000,0.455881
5145.000000,146.000000,1163.000000,884.000000,2068.000000,0.000000,400.000000,1084.000000,0.465978
5810.000000,3410.000000,1164.000000,895.000000,2078.000000,10.000000,550.000000,1108.000000,0.477157
6079.000000,3410.000000,1157.000000,906.000000,2063.000000,10.000000,550.000000,1131.000000,0.487437
6445.000000,3832.000000,1161.000000,904.000000,2074.000000,10.000000,550.000000,1154.000000,0.497437
6520.000000,243.000000,1157.000000,901.000000,2078.000000,10.000000,550.000000,1178.000000,0.507032
